mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0					𝅗𝅥=40	80.0	𝅗𝅥	40.0	0.0
1	1	0	0	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	0						
1	1	2	2	0.5	1/2	1/2	Chord	4/2	1	1	1/8	1/8	1	1						
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/2	1	1	1/8	1/8	1	2						
1	1	3	3	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	3						
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	4						
1	1	4	4	4.0	1	1	Chord	4/2	1	1	1	1	1	5						
1	1	0	0	4.0	0	0	Chord	4/2	1	2	1	1	1	6						
1	1	9/2	9/2	0.5	9/8	9/8	Chord	4/2	1	2	1/8	1/8	1	7						
1	1	5	5	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	8						
1	1	11/2	11/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	9						
1	1	6	6	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	10						
1	1	0	0	4.0	0	0	Chord	4/2	2	1	1	1	1	11						
1	1	4	4	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	12						
1	1	6	6	0.5	3/2	3/2	Chord	4/2	2	1	1/8	1/8	1	13						
1	1	13/2	13/2	0.5	13/8	13/8	Chord	4/2	2	1	1/8	1/8	1	14						
1	1	7	7	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	15						
1	1	15/2	15/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	16						
1	1	0	0	8.0	0	0	Chord	4/2	2	2	2	2	1	17						
2	2	9	9	1.5	1/4	1/4	Chord	4/2	1	1	3/8	1/4	3/2	18						
2	2	21/2	21/2	0.5	5/8	5/8	Chord	4/2	1	1	1/8	1/8	1	19						
2	2	11	11	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	20						
2	2	23/2	23/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	21						
2	2	12	12	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	22						
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	23						
2	2	8	8	4.0	0	0	Chord	4/2	1	2	1	1	1	24						
2	2	25/2	25/2	0.5	9/8	9/8	Chord	4/2	1	2	1/8	1/8	1	25						
2	2	13	13	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	26						
2	2	27/2	27/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	27						
2	2	14	14	0.5	3/2	3/2	Chord	4/2	1	2	1/8	1/8	1	28						
2	2	29/2	29/2	0.5	13/8	13/8	Chord	4/2	1	2	1/8	1/8	1	29						
2	2	15	15	0.5	7/4	7/4	Chord	4/2	1	2	1/8	1/8	1	30						
2	2	31/2	31/2	0.5	15/8	15/8	Chord	4/2	1	2	1/8	1/8	1	31						
2	2	8	8	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	32						
2	2	10	10	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	33						
2	2	12	12	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	34						
2	2	13	13	2.0	5/4	5/4	Chord	4/2	2	1	1/2	1/2	1	35						
2	2	15	15	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	36						
2	2	31/2	31/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	37						
2	2	8	8	8.0	0	0	Chord	4/2	2	2	2	2	1	38						
3	3	16	16	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	39						
3	3	18	18	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	40						
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	41						
3	3	16	16	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	42						
3	3	18	18	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	43						
3	3	20	20	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	44						
