mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=90	180.0	𝅗𝅥	90.0	1.0
1	1	2	2	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	0					
1	1	4	4	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	1					
1	1	7	7	0.5	7/4	7/4	Chord	4/2	1	1	1/8	1/8	1	2					
1	1	15/2	15/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	3					
1	1	6	6	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	4					
1	1	0	0	4.0	0	0	Chord	4/2	2	1	1	1	1	5					
1	1	4	4	4.0	1	1	Chord	4/2	2	1	1	1	1	6					
2	2	8	8	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	7					
2	2	9	9	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	8					
2	2	10	10	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	9					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	10					
2	2	8	8	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	11					
2	2	11	11	0.5	3/4	3/4	Chord	4/2	1	2	1/8	1/8	1	12					
2	2	23/2	23/2	0.5	7/8	7/8	Chord	4/2	1	2	1/8	1/8	1	13					
2	2	12	12	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	14					
2	2	13	13	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	15					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	16					
2	2	8	8	4.0	0	0	Chord	4/2	2	1	1	1	1	17					
2	2	12	12	4.0	1	1	Chord	4/2	2	1	1	1	1	18					
3	3	16	16	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	19					
3	3	18	18	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	20					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	21					
3	3	16	16	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	22					
3	3	17	17	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	23					
3	3	18	18	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	24					
3	3	19	19	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	25					
3	3	20	20	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	26					
3	3	22	22	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	27					
3	3	23	23	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	28					
3	3	16	16	4.0	0	0	Chord	4/2	2	1	1	1	1	29					
3	3	20	20	4.0	1	1	Chord	4/2	2	1	1	1	1	30					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	31					
4	4	24	24	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	32					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	33					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	34					
4	4	28	28	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	35					
4	4	29	29	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	36					
4	4	30	30	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	37					
4	4	31	31	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	38					
4	4	24	24	4.0	0	0	Chord	4/2	1	2	1	1	1	39					
4	4	24	24	4.0	0	0	Chord	4/2	2	1	1	1	1	40					
4	4	24	24	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	41					
4	4	27	27	0.5	3/4	3/4	Chord	4/2	2	2	1/8	1/8	1	42					
4	4	55/2	55/2	0.5	7/8	7/8	Chord	4/2	2	2	1/8	1/8	1	43					
4	4	28	28	3.0	1	1	Chord	4/2	2	2	3/4	1/2	3/2	44					
4	4	31	31	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	45					
5	5	32	32	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	46					
5	5	33	33	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	47					
5	5	34	34	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	48					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	49					
5	5	32	32	4.0	0	0	Chord	4/2	1	2	1	1	1	50					
5	5	36	36	4.0	1	1	Chord	4/2	1	2	1	1	1	51					
5	5	32	32	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	52					
5	5	33	33	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	53					
5	5	34	34	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	54					
5	5	35	35	0.5	3/4	3/4	Chord	4/2	2	2	1/8	1/8	1	55					
5	5	71/2	71/2	0.5	7/8	7/8	Chord	4/2	2	2	1/8	1/8	1	56					
5	5	36	36	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	57					
5	5	37	37	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	58					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	59					
6	6	40	40	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	60					
6	6	41	41	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	61					
6	6	42	42	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	62					
6	6	43	43	2.0	3/4	3/4	Chord	4/2	1	1	1/2	1/2	1	63					
6	6	45	45	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	64					
6	6	91/2	91/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	65					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	66					
6	6	40	40	4.0	0	0	Chord	4/2	1	2	1	1	1	67					
6	6	44	44	4.0	1	1	Chord	4/2	1	2	1	1	1	68					
6	6	42	42	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	69					
6	6	44	44	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	70					
6	6	47	47	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	71					
6	6	95/2	95/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	72					
6	6	40	40	4.0	0	0	Chord	4/2	2	2	1	1	1	73					
7	7	48	48	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	74					
7	7	49	49	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	75					
7	7	50	50	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	76					
7	7	54	54	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	77					
7	7	55	55	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	78					
7	7	48	48	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	79					
7	7	50	50	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	80					
7	7	53	53	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	81					
7	7	107/2	107/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	82					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	83					
7	7	48	48	4.0	0	0	Chord	4/2	2	1	1	1	1	84					
7	7	52	52	4.0	1	1	Chord	4/2	2	1	1	1	1	85					
7	7	50	50	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	86					
7	7	52	52	4.0	1	1	Chord	4/2	2	2	1	1	1	87					
8	8	56	56	4.0	0	0	Chord	4/2	1	1	1	1	1	88					
8	8	56	56	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	89					
8	8	58	58	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	90					
8	8	61	61	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	91					
8	8	123/2	123/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	92					
8	8	62	62	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	93					
8	8	63	63	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	94					
8	8	56	56	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	95					
8	8	59	59	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	96					
8	8	60	60	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	97					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	98					
8	8	56	56	4.0	0	0	Chord	4/2	2	2	1	1	1	99					
8	8	60	60	4.0	1	1	Chord	4/2	2	2	1	1	1	100					
9	9	66	66	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	101					
9	9	68	68	4.0	1	1	Chord	4/2	1	1	1	1	1	102					
9	9	64	64	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	103					
9	9	66	66	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	104					
9	9	70	70	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	105					
9	9	71	71	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	106					
9	9	64	64	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	107					
9	9	65	65	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	108					
9	9	66	66	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	109					
9	9	69	69	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	110					
9	9	139/2	139/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	111					
9	9	70	70	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	112					
9	9	71	71	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	113					
9	9	64	64	4.0	0	0	Chord	4/2	2	2	1	1	1	114					
9	9	68	68	4.0	1	1	Chord	4/2	2	2	1	1	1	115					
10	10	72	72	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	116					
