mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	4	24	24	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	22						
4	4	25	25	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	23						
4	4	26	26	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	24						
4	4	27	27	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	25						
4	4	28	28	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	26						
4	4	30	30	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	27						
5	5	36	36	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	28						
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	29						
5	5	32	32	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	30						
5	5	34	34	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	31						
5	5	37	37	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	32						
5	5	38	38	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	33						
5	5	32	32	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	34						
5	5	34	34	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	35						
5	5	36	36	3.0	1	1	Chord	4/2	2	2	3/4	1/2	3/2	36						
5	5	39	39	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	37						
6	6	40	40	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	38						
6	6	42	42	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	39						
6	6	44	44	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	40						
6	6	46	46	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	41						
6	6	40	40	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	42						
6	6	42	42	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	43						
6	6	45	45	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	44						
6	6	91/2	91/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	45						
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	46						
6	6	40	40	4.0	0	0	Chord	4/2	2	2	1	1	1	47						
6	6	44	44	4.0	1	1	Chord	4/2	2	2	1	1	1	48						
7	7	48	48	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	49						
7	7	51	51	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	50						
7	7	52	52	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	51						
7	7	53	53	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	52						
7	7	54	54	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	53						
7	7	55	55	0.5	7/4	7/4	Chord	4/2	1	1	1/8	1/8	1	54						
7	7	111/2	111/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	55						
7	7	48	48	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	56						
7	7	50	50	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	57						
7	7	52	52	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	58						
7	7	55	55	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	59						
7	7	48	48	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	60						
7	7	50	50	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	61						
7	7	52	52	4.0	1	1	Chord	4/2	2	1	1	1	1	62						
8	8	56	56	6.0	0	0	Chord	4/2	1	1	3/2	1	3/2	63						
8	8	62	62	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	64						
8	8	56	56	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	65						
8	8	57	57	2.0	1/4	1/4	Chord	4/2	1	2	1/2	1/2	1	66						
8	8	59	59	0.5	3/4	3/4	Chord	4/2	1	2	1/8	1/8	1	67						
8	8	119/2	119/2	0.5	7/8	7/8	Chord	4/2	1	2	1/8	1/8	1	68						
8	8	60	60	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	69						
8	8	62	62	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	70						
8	8	56	56	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	71						
8	8	58	58	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	72						
8	8	61	61	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	73						
8	8	62	62	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	74						
8	8	63	63	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	75						
8	8	56	56	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	76						
8	8	59	59	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	77						
8	8	60	60	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	78						
8	8	62	62	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	79						
9	9	64	64	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	80						
9	9	65	65	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	81						
9	9	66	66	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	82						
9	9	67	67	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	83						
9	9	68	68	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	84						
9	9	69	69	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	85						
9	9	139/2	139/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	86						
9	9	70	70	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	87						
9	9	64	64	6.0	0	0	Chord	4/2	2	1	3/2	1	3/2	88						
9	9	70	70	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	89						
9	9	64	64	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	90						
9	9	66	66	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	91						
9	9	68	68	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	92						
9	9	70	70	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	93						
10	10	76	76	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	94						
10	10	79	79	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	95						
10	10	72	72	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	96						
10	10	73	73	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	97						
10	10	74	74	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	98						
10	10	75	75	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	99						
10	10	76	76	4.0	1	1	Chord	4/2	1	2	1	1	1	100						
10	10	72	72	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	101						
10	10	75	75	0.5	3/4	3/4	Chord	4/2	2	1	1/8	1/8	1	102						
10	10	151/2	151/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	103						
10	10	76	76	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	104						
10	10	77	77	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	105						
10	10	78	78	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	106						
10	10	79	79	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	107						
10	10	72	72	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	108						
10	10	74	74	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	109						
10	10	76	76	4.0	1	1	Chord	4/2	2	2	1	1	1	110						
11	11	80	80	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	111						
11	11	82	82	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	112						
11	11	84	84	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	113						
11	11	87	87	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	114						
11	11	80	80	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	115						
11	11	83	83	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	116						
11	11	84	84	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	117						
11	11	85	85	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	118						
11	11	86	86	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	119						
11	11	80	80	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	120						
11	11	81	81	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	121						
11	11	82	82	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	122						
11	11	84	84	4.0	1	1	Chord	4/2	2	1	1	1	1	123						
12	12	88	88	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	124						
12	12	90	90	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	125						
12	12	92	92	4.0	1	1	Chord	4/2	1	1	1	1	1	126						
12	12	88	88	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	127						
12	12	90	90	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	128						
12	12	91	91	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	129						
12	12	92	92	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	130						
12	12	93	93	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	131						
12	12	94	94	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	132						
12	12	95	95	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	133						
12	12	88	88	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	134						
12	12	90	90	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	135						
12	12	94	94	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	136						
12	12	95	95	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	137						
13	13	96	96	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	138						
13	13	98	98	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	139						
13	13	102	102	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	140						
13	13	96	96	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	141						
13	13	97	97	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	142						
13	13	195/2	195/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	143						
13	13	98	98	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	144						
13	13	100	100	4.0	1	1	Chord	4/2	2	1	1	1	1	145						
13	13	96	96	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	146						
13	13	99	99	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	147						
13	13	100	100	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	148						
13	13	101	101	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	149						
13	13	102	102	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	150						
13	13	103	103	0.5	7/4	7/4	Chord	4/2	2	2	1/8	1/8	1	151						
13	13	207/2	207/2	0.5	15/8	15/8	Chord	4/2	2	2	1/8	1/8	1	152						
14	14	104	104	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	153						
14	14	106	106	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	154						
14	14	107	107	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	155						
14	14	108	108	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	156						
14	14	111	111	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	157						
14	14	104	104	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	158						
14	14	106	106	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	159						
14	14	109	109	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	160						
14	14	110	110	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	161						
14	14	111	111	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	162						
14	14	104	104	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	163						
14	14	106	106	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	164						
14	14	108	108	4.0	1	1	Chord	4/2	2	2	1	1	1	165						
15	15	112	112	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	166						
15	15	115	115	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	167						
15	15	116	116	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	168						
15	15	117	117	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	169						
15	15	118	118	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	170						
15	15	119	119	0.5	7/4	7/4	Chord	4/2	1	1	1/8	1/8	1	171						
15	15	239/2	239/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	172						
15	15	112	112	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	173						
15	15	113	113	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	174						
15	15	114	114	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	175						
15	15	118	118	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	176						
15	15	112	112	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	177						
15	15	113	113	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	178						
15	15	114	114	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	179						
15	15	116	116	4.0	1	1	Chord	4/2	2	1	1	1	1	180						
16	16	120	120	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	181						
16	16	122	122	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	182						
16	16	124	124	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	183						
16	16	127	127	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	184						
16	16	120	120	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	185						
16	16	121	121	0.5	1/4	1/4	Chord	4/2	1	2	1/8	1/8	1	186						
16	16	243/2	243/2	0.5	3/8	3/8	Chord	4/2	1	2	1/8	1/8	1	187						
16	16	122	122	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	188						
16	16	123	123	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	189						
16	16	124	124	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	190						
16	16	126	126	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	191						
16	16	127	127	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	192						
16	16	120	120	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	193						
16	16	123	123	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	194						
16	16	124	124	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	195						
16	16	126	126	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	196						
17	17	128	128	4.0	0	0	Chord	4/2	1	1	1	1	1	197						
17	17	132	132	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	198						
17	17	134	134	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	199						
17	17	135	135	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	200						
17	17	128	128	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	201						
17	17	129	129	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	202						
17	17	130	130	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	203						
17	17	134	134	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	204						
17	17	128	128	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	205						
17	17	129	129	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	206						
17	17	130	130	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	207						
17	17	131	131	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	208						
17	17	132	132	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	209						
17	17	133	133	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	210						
17	17	267/2	267/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	211						
17	17	134	134	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	212						
17	17	128	128	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	213						
17	17	130	130	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	214						
17	17	132	132	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	215						
17	17	134	134	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	216						
18	18	136	136	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	217						
18	18	138	138	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	218						
18	18	140	140	4.0	1	1	Chord	4/2	1	1	1	1	1	219						
18	18	136	136	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	220						
18	18	140	140	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	221						
18	18	143	143	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	222						
18	18	136	136	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	223						
18	18	138	138	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	224						
18	18	142	142	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	225						
18	18	136	136	8.0	0	0	Chord	4/2	2	2	2	2	1	226						
19	19	144	144	4.0	0	0	Chord	4/2	1	1	1	1	1	227						
19	19	144	144	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	228						
19	19	146	146	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	229						
19	19	148	148	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	230						
19	19	150	150	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	231						
19	19	144	144	4.0	0	0	Chord	4/2	2	1	1	1	1	232						
19	19	148	148	4.0	1	1	Chord	4/2	2	1	1	1	1	233						
19	19	149	149	2.0	5/4	5/4	Chord	4/2	2	2	1/2	1/2	1	234						
19	19	151	151	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	235						
20	20	152	152	4.0	0	0	Chord	4/2	1	2	1	1	1	236						
20	20	156	156	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	237						
20	20	158	158	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	238						
20	20	152	152	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	239						
20	20	153	153	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	240						
20	20	154	154	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	241						
20	20	155	155	0.5	3/4	3/4	Chord	4/2	2	2	1/8	1/8	1	242						
20	20	311/2	311/2	0.5	7/8	7/8	Chord	4/2	2	2	1/8	1/8	1	243						
20	20	156	156	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	244						
20	20	157	157	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	245						
20	20	158	158	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	246						
21	21	160	160	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	247						
21	21	161	161	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	248						
21	21	162	162	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	249						
21	21	163	163	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	250						
21	21	164	164	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	251						
21	21	166	166	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	252						
21	21	160	160	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	253						
21	21	163	163	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	254						
21	21	164	164	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	255						
21	21	166	166	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	256						
21	21	160	160	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	257						
21	21	162	162	3.0	1/2	1/2	Chord	4/2	2	2	3/4	1/2	3/2	258						
21	21	165	165	0.5	5/4	5/4	Chord	4/2	2	2	1/8	1/8	1	259						
21	21	331/2	331/2	0.5	11/8	11/8	Chord	4/2	2	2	1/8	1/8	1	260						
21	21	166	166	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	261						
21	21	167	167	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	262						
22	22	174	174	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	263						
22	22	175	175	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	264						
22	22	168	168	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	265						
22	22	170	170	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	266						
22	22	172	172	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	267						
22	22	174	174	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	268						
22	22	168	168	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	269						
22	22	170	170	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	270						
22	22	172	172	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	271						
22	22	174	174	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	272						
22	22	168	168	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	273						
22	22	169	169	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	274						
22	22	170	170	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	275						
23	23	176	176	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	276						
23	23	177	177	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	277						
23	23	178	178	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	278						
23	23	179	179	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	279						
23	23	359/2	359/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	280						
23	23	180	180	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	281						
23	23	182	182	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	282						
23	23	176	176	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	283						
23	23	178	178	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	284						
23	23	183	183	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	285						
23	23	176	176	4.0	0	0	Chord	4/2	2	1	1	1	1	286						
23	23	180	180	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	287						
23	23	182	182	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	288						
24	24	184	184	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	289						
24	24	186	186	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	290						
24	24	190	190	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	291						
24	24	184	184	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	292						
24	24	185	185	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	293						
24	24	186	186	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	294						
24	24	187	187	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	295						
24	24	188	188	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	296						
24	24	189	189	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	297						
24	24	379/2	379/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	298						
24	24	190	190	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	299						
24	24	184	184	8.0	0	0	Chord	4/2	2	1	2	2	1	300						
24	24	190	190	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	301						
24	24	191	191	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	302						
25	25	192	192	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	303						
25	25	194	194	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	304						
25	25	192	192	4.0	0	0	Chord	4/2	1	2	1	1	1	305						
25	25	196	196	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	306						
25	25	198	198	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	307						
25	25	192	192	8.0	0	0	Chord	4/2	2	1	2	2	1	308						
25	25	192	192	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	309						
25	25	193	193	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	310						
25	25	194	194	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	311						
25	25	195	195	0.5	3/4	3/4	Chord	4/2	2	2	1/8	1/8	1	312						
25	25	391/2	391/2	0.5	7/8	7/8	Chord	4/2	2	2	1/8	1/8	1	313						
25	25	196	196	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	314						
