mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅝=45	180.0	𝅝	45.0	0.0
1	1	0	0	4.0	0	0	Chord	4/2	1	1	1	1	1	0					
1	1	4	4	4.0	1	1	Chord	4/2	1	1	1	1	1	1					
1	1	1	1	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	2					
1	1	2	2	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	3					
1	1	3	3	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	4					
1	1	4	4	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	5					
1	1	5	5	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	6					
1	1	6	6	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	7					
2	2	8	8	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	8					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	9					
2	2	12	12	4.0	1	1	Chord	4/2	1	1	1	1	1	10					
2	2	8	8	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	11					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	12					
2	2	12	12	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	13					
2	2	15	15	0.5	7/4	7/4	Chord	4/2	1	2	1/8	1/8	1	14					
2	2	31/2	31/2	0.5	15/8	15/8	Chord	4/2	1	2	1/8	1/8	1	15					
2	2	13	13	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	16					
2	2	14	14	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	17					
2	2	15	15	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	18					
3	3	16	16	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	19					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	20					
3	3	20	20	4.0	1	1	Chord	4/2	1	1	1	1	1	21					
3	3	16	16	4.0	0	0	Chord	4/2	1	2	1	1	1	22					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	23					
3	3	16	16	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	24					
3	3	17	17	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	25					
3	3	18	18	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	26					
3	3	19	19	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	27					
3	3	20	20	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	28					
3	3	21	21	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	29					
3	3	22	22	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	30					
3	3	23	23	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	31					
4	4	24	24	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	32					
4	4	26	26	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	33					
4	4	28	28	4.0	1	1	Chord	4/2	1	1	1	1	1	34					
4	4	24	24	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	35					
4	4	26	26	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	36					
4	4	28	28	4.0	1	1	Chord	4/2	1	2	1	1	1	37					
4	4	24	24	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	38					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	39					
4	4	26	26	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	40					
4	4	28	28	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	41					
4	4	29	29	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	42					
4	4	30	30	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	43					
4	4	31	31	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	44					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	45					
5	5	33	33	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	46					
5	5	34	34	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	47					
5	5	35	35	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	48					
5	5	36	36	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	49					
5	5	37	37	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	50					
5	5	38	38	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	51					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	52					
5	5	32	32	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	53					
5	5	33	33	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	54					
5	5	67/2	67/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	55					
5	5	34	34	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	56					
5	5	36	36	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	57					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	58					
5	5	32	32	4.0	0	0	Chord	4/2	2	2	1	1	1	59					
5	5	36	36	4.0	1	1	Chord	4/2	2	2	1	1	1	60					
6	6	40	40	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	61					
6	6	41	41	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	62					
6	6	42	42	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	63					
6	6	44	44	4.0	1	1	Chord	4/2	1	1	1	1	1	64					
6	6	40	40	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	65					
6	6	42	42	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	66					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	67					
6	6	44	44	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	68					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	69					
6	6	40	40	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	70					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	71					
6	6	44	44	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	72					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	73					
7	7	48	48	4.0	0	0	Chord	4/2	1	1	1	1	1	74					
7	7	51	51	2.0	3/4	3/4	Chord	4/2	1	2	1/2	1/2	1	75					
7	7	53	53	2.0	5/4	5/4	Chord	4/2	1	2	1/2	1/2	1	76					
7	7	55	55	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	77					
7	7	49	49	2.0	1/4	1/4	Chord	4/2	2	1	1/2	1/2	1	78					
7	7	51	51	2.0	3/4	3/4	Chord	4/2	2	1	1/2	1/2	1	79					
7	7	53	53	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	80					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	81					
7	7	48	48	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	82					
7	7	50	50	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	83					
7	7	52	52	4.0	1	1	Chord	4/2	2	2	1	1	1	84					
8	8	56	56	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	85					
8	8	57	57	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	86					
8	8	58	58	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	87					
8	8	60	60	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	88					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	89					
8	8	56	56	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	90					
8	8	57	57	2.0	1/4	1/4	Chord	4/2	2	1	1/2	1/2	1	91					
8	8	59	59	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	92					
8	8	60	60	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	93					
8	8	56	56	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	94					
8	8	58	58	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	95					
8	8	61	61	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	96					
8	8	62	62	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	97					
8	8	63	63	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	98					
9	9	64	64	4.0	0	0	Chord	4/2	1	1	1	1	1	99					
9	9	68	68	4.0	1	1	Chord	4/2	1	1	1	1	1	100					
9	9	64	64	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	101					
9	9	67	67	2.0	3/4	3/4	Chord	4/2	1	2	1/2	1/2	1	102					
9	9	69	69	2.0	5/4	5/4	Chord	4/2	1	2	1/2	1/2	1	103					
9	9	71	71	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	104					
9	9	64	64	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	105					
9	9	65	65	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	106					
9	9	66	66	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	107					
9	9	68	68	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	108					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	109					
10	10	72	72	4.0	0	0	Chord	4/2	1	1	1	1	1	110					
10	10	76	76	4.0	1	1	Chord	4/2	1	1	1	1	1	111					
10	10	72	72	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	112					
10	10	73	73	0.5	1/4	1/4	Chord	4/2	1	2	1/8	1/8	1	113					
10	10	147/2	147/2	0.5	3/8	3/8	Chord	4/2	1	2	1/8	1/8	1	114					
10	10	74	74	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	115					
10	10	75	75	0.5	3/4	3/4	Chord	4/2	1	2	1/8	1/8	1	116					
10	10	151/2	151/2	0.5	7/8	7/8	Chord	4/2	1	2	1/8	1/8	1	117					
10	10	76	76	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	118					
10	10	77	77	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	119					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	120					
10	10	79	79	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	121					
10	10	72	72	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	122					
10	10	73	73	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	123					
10	10	74	74	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	124					
10	10	75	75	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	125					
10	10	76	76	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	126					
10	10	79	79	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	127					
11	11	80	80	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	128					
11	11	82	82	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	129					
11	11	85	85	2.0	5/4	5/4	Chord	4/2	1	2	1/2	1/2	1	130					
11	11	87	87	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	131					
11	11	80	80	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	132					
11	11	81	81	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	133					
11	11	82	82	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	134					
11	11	85	85	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	135					
11	11	171/2	171/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	136					
11	11	86	86	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	137					
11	11	87	87	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	138					
11	11	80	80	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	139					
11	11	81	81	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	140					
11	11	82	82	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	141					
11	11	83	83	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	142					
11	11	84	84	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	143					
11	11	86	86	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	144					
12	12	89	89	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	145					
12	12	90	90	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	146					
12	12	91	91	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	147					
12	12	92	92	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	148					
12	12	93	93	2.0	5/4	5/4	Chord	4/2	1	1	1/2	1/2	1	149					
12	12	95	95	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	150					
12	12	88	88	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	151					
12	12	90	90	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	152					
12	12	92	92	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	153					
12	12	94	94	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	154					
12	12	88	88	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	155					
12	12	89	89	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	156					
12	12	90	90	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	157					
12	12	93	93	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	158					
12	12	94	94	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	159					
12	12	88	88	4.0	0	0	Chord	4/2	2	2	1	1	1	160					
12	12	92	92	4.0	1	1	Chord	4/2	2	2	1	1	1	161					
13	13	96	96	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	162					
13	13	97	97	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	163					
13	13	98	98	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	164					
13	13	99	99	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	165					
13	13	100	100	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	166					
