mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=90	180.0	𝅗𝅥	90.0	1.0
1	1	2	2	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	0					
1	1	3	3	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	1					
1	1	4	4	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	2					
1	1	5	5	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	3					
1	1	6	6	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	4					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	5					
1	1	0	0	4.0	0	0	Chord	4/2	2	1	1	1	1	6					
1	1	4	4	4.0	1	1	Chord	4/2	2	1	1	1	1	7					
1	1	6	6	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	8					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	9					
2	2	10	10	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	10					
2	2	13	13	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	11					
2	2	27/2	27/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	12					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	13					
2	2	8	8	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	14					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	15					
2	2	14	14	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	16					
2	2	15	15	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	17					
2	2	8	8	4.0	0	0	Chord	4/2	2	1	1	1	1	18					
2	2	12	12	4.0	1	1	Chord	4/2	2	1	1	1	1	19					
2	2	8	8	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	20					
2	2	9	9	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	21					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	22					
2	2	12	12	4.0	1	1	Chord	4/2	2	2	1	1	1	23					
3	3	16	16	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	24					
3	3	17	17	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	25					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	26					
3	3	20	20	4.0	1	1	Chord	4/2	1	1	1	1	1	27					
3	3	16	16	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	28					
3	3	17	17	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	29					
3	3	18	18	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	30					
3	3	19	19	2.0	3/4	3/4	Chord	4/2	1	2	1/2	1/2	1	31					
3	3	21	21	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	32					
3	3	43/2	43/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	33					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	34					
3	3	16	16	4.0	0	0	Chord	4/2	2	1	1	1	1	35					
3	3	20	20	4.0	1	1	Chord	4/2	2	1	1	1	1	36					
4	4	24	24	4.0	0	0	Chord	4/2	1	1	1	1	1	37					
4	4	24	24	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	38					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	39					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	40					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	41					
4	4	28	28	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	42					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	43					
4	4	24	24	4.0	0	0	Chord	4/2	2	1	1	1	1	44					
4	4	28	28	4.0	1	1	Chord	4/2	2	1	1	1	1	45					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	46					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	47					
4	4	28	28	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	48					
4	4	29	29	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	49					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	50					
5	5	32	32	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	51					
5	5	34	34	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	52					
5	5	35	35	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	53					
5	5	36	36	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	54					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	55					
5	5	32	32	4.0	0	0	Chord	4/2	2	1	1	1	1	56					
5	5	36	36	4.0	1	1	Chord	4/2	2	1	1	1	1	57					
5	5	32	32	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	58					
5	5	34	34	3.0	1/2	1/2	Chord	4/2	2	2	3/4	1/2	3/2	59					
5	5	37	37	0.5	5/4	5/4	Chord	4/2	2	2	1/8	1/8	1	60					
5	5	75/2	75/2	0.5	11/8	11/8	Chord	4/2	2	2	1/8	1/8	1	61					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	62					
6	6	44	44	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	63					
6	6	45	45	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	64					
6	6	46	46	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	65					
6	6	47	47	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	66					
6	6	40	40	4.0	0	0	Chord	4/2	1	2	1	1	1	67					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	68					
6	6	40	40	4.0	0	0	Chord	4/2	2	1	1	1	1	69					
6	6	44	44	4.0	1	1	Chord	4/2	2	1	1	1	1	70					
6	6	40	40	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	71					
6	6	42	42	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	72					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	73					
6	6	44	44	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	74					
6	6	45	45	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	75					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	76					
7	7	48	48	4.0	0	0	Chord	4/2	1	1	1	1	1	77					
7	7	54	54	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	78					
7	7	55	55	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	79					
7	7	48	48	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	80					
7	7	49	49	0.5	1/4	1/4	Chord	4/2	1	2	1/8	1/8	1	81					
7	7	99/2	99/2	0.5	3/8	3/8	Chord	4/2	1	2	1/8	1/8	1	82					
7	7	50	50	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	83					
7	7	51	51	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	84					
7	7	52	52	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	85					
7	7	53	53	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	86					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	87					
7	7	48	48	4.0	0	0	Chord	4/2	2	1	1	1	1	88					
7	7	52	52	4.0	1	1	Chord	4/2	2	1	1	1	1	89					
7	7	48	48	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	90					
7	7	51	51	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	91					
7	7	52	52	4.0	1	1	Chord	4/2	2	2	1	1	1	92					
8	8	56	56	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	93					
8	8	57	57	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	94					
8	8	58	58	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	95					
8	8	59	59	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	96					
8	8	119/2	119/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	97					
8	8	60	60	4.0	1	1	Chord	4/2	1	1	1	1	1	98					
8	8	58	58	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	99					
8	8	61	61	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	100					
8	8	123/2	123/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	101					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	102					
8	8	56	56	4.0	0	0	Chord	4/2	2	1	1	1	1	103					
8	8	60	60	4.0	1	1	Chord	4/2	2	1	1	1	1	104					
8	8	62	62	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	105					
8	8	63	63	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	106					
9	9	66	66	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	107					
9	9	67	67	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	108					
9	9	68	68	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	109					
9	9	69	69	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	110					
9	9	70	70	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	111					
9	9	71	71	0.5	7/4	7/4	Chord	4/2	1	1	1/8	1/8	1	112					
9	9	143/2	143/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	113					
9	9	64	64	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	114					
9	9	66	66	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	115					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	116					
9	9	64	64	4.0	0	0	Chord	4/2	2	1	1	1	1	117					
9	9	68	68	4.0	1	1	Chord	4/2	2	1	1	1	1	118					
9	9	64	64	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	119					
9	9	65	65	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	120					
9	9	66	66	4.0	1/2	1/2	Chord	4/2	2	2	1	1	1	121					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	122					
10	10	72	72	4.0	0	0	Chord	4/2	1	1	1	1	1	123					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	124					
10	10	72	72	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	125					
10	10	73	73	0.5	1/4	1/4	Chord	4/2	1	2	1/8	1/8	1	126					
10	10	147/2	147/2	0.5	3/8	3/8	Chord	4/2	1	2	1/8	1/8	1	127					
10	10	74	74	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	128					
10	10	76	76	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	129					
10	10	79	79	0.5	7/4	7/4	Chord	4/2	1	2	1/8	1/8	1	130					
10	10	159/2	159/2	0.5	15/8	15/8	Chord	4/2	1	2	1/8	1/8	1	131					
10	10	72	72	4.0	0	0	Chord	4/2	2	1	1	1	1	132					
10	10	76	76	4.0	1	1	Chord	4/2	2	1	1	1	1	133					
10	10	72	72	4.0	0	0	Chord	4/2	2	2	1	1	1	134					
11	11	80	80	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	135					
11	11	81	81	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	136					
11	11	163/2	163/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	137					
11	11	82	82	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	138					
11	11	83	83	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	139					
11	11	84	84	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	140					
11	11	85	85	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	141					
11	11	86	86	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	142					
11	11	80	80	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	143					
11	11	82	82	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	144					
11	11	83	83	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	145					
11	11	84	84	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	146					
11	11	85	85	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	147					
11	11	86	86	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	148					
11	11	87	87	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	149					
11	11	80	80	4.0	0	0	Chord	4/2	2	1	1	1	1	150					
11	11	84	84	4.0	1	1	Chord	4/2	2	1	1	1	1	151					
12	12	90	90	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	152					
12	12	93	93	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	153					
12	12	187/2	187/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	154					
12	12	94	94	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	155					
12	12	95	95	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	156					
12	12	88	88	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	157					
12	12	90	90	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	158					
12	12	94	94	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	159					
12	12	88	88	4.0	0	0	Chord	4/2	2	1	1	1	1	160					
12	12	92	92	4.0	1	1	Chord	4/2	2	1	1	1	1	161					
12	12	88	88	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	162					
12	12	89	89	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	163					
12	12	90	90	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	164					
12	12	91	91	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	165					
12	12	92	92	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	166					
12	12	94	94	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	167					
13	13	96	96	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	168					
13	13	98	98	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	169					
13	13	101	101	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	170					
13	13	203/2	203/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	171					
13	13	102	102	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	172					
13	13	96	96	4.0	0	0	Chord	4/2	1	2	1	1	1	173					
13	13	96	96	4.0	0	0	Chord	4/2	2	1	1	1	1	174					
13	13	100	100	4.0	1	1	Chord	4/2	2	1	1	1	1	175					
13	13	96	96	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	176					
13	13	97	97	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	177					
13	13	98	98	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	178					
13	13	99	99	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	179					
13	13	100	100	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	180					
13	13	102	102	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	181					
14	14	104	104	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	182					
14	14	106	106	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	183					
14	14	110	110	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	184					
14	14	111	111	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	185					
14	14	106	106	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	186					
14	14	109	109	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	187					
14	14	219/2	219/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	188					
14	14	110	110	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	189					
14	14	104	104	4.0	0	0	Chord	4/2	2	1	1	1	1	190					
14	14	108	108	4.0	1	1	Chord	4/2	2	1	1	1	1	191					
14	14	104	104	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	192					
14	14	105	105	0.5	1/4	1/4	Chord	4/2	2	2	1/8	1/8	1	193					
14	14	211/2	211/2	0.5	3/8	3/8	Chord	4/2	2	2	1/8	1/8	1	194					
14	14	106	106	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	195					
